,ポケモン名,オリジナルのタイプ1,オリジナルのタイプ2,HP,攻撃,防御,特攻,特防,素早,ノーマル,ほのお,みず,でんき,くさ,こおり,かくとう,どく,じめん,ひこう,エスパー,むし,いわ,ゴースト,ドラゴン,あく,はがね,フェアリー,テラスタイプ
3442,オリーヴァ,くさ,ノーマル,78,69,90,125,109,39,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,フェアリー
3443,オリーヴァ,くさ,ノーマル,78,69,90,125,109,39,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,ほのお
3444,オリーヴァ,くさ,ノーマル,78,69,90,125,109,39,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,どく
3445,オリーヴァ,くさ,ノーマル,78,69,90,125,109,39,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,フェアリー
3446,オリーヴァ,くさ,ノーマル,78,69,90,125,109,39,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,ほのお
3447,オリーヴァ,くさ,ノーマル,78,69,90,125,109,39,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,どく
3448,オリーヴァ,くさ,ノーマル,78,69,90,125,109,39,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,ほのお
3449,オリーヴァ,くさ,ノーマル,78,69,90,125,109,39,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,ほのお
3450,オリーヴァ,くさ,ノーマル,78,69,90,125,109,39,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,ほのお
3451,オリーヴァ,くさ,ノーマル,78,69,90,125,109,39,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,ほのお
3452,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3453,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3454,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,はがね
3455,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,フェアリー
3456,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3457,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3458,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3459,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3460,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,いわ
3461,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3462,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,かくとう
3463,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3464,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,かくとう
3465,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3466,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3467,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,いわ
3468,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3469,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,みず
3470,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3471,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3472,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3473,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3474,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,かくとう
3475,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3476,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ノーマル
3477,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3478,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3479,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3480,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3481,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3482,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3483,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,どく
3484,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3485,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3486,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3487,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3488,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3489,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,フェアリー
3490,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3491,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3492,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3493,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,じめん
3494,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3495,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3496,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3497,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3498,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,みず
3499,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3500,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3501,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3502,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3503,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3504,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,どく
3505,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3506,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3507,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3508,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3509,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,いわ
3510,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,かくとう
3511,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,どく
3512,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,みず
3513,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3514,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3515,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,みず
3516,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3517,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3518,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,じめん
3519,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3520,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3521,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3522,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3523,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,どく
3524,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3525,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3526,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3527,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3528,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3529,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,みず
3530,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,いわ
3531,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3532,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3533,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3534,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3535,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3536,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,いわ
3537,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3538,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,いわ
3539,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,くさ
3540,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,みず
3541,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,いわ
3542,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3543,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3544,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3545,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,みず
3546,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,みず
3547,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3548,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3549,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3550,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3551,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3552,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3553,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3554,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3555,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3556,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3557,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3558,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3559,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3560,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3561,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3562,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3563,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,いわ
3564,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3565,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3566,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3567,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3568,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ひこう
3569,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
3570,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,どく
3571,キョジオーン,いわ,なし,100,100,130,45,90,35,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,ゴースト
